,Country Code,Country Code (Metadata - Countries),Country Name,Income Group,Income Group (group),Region,SpecialNotes,TableName,Year,CO2 (kt),CO2 Per Capita (metric tons),Oil - Crude prices since 1861
6140,SLB,SLB,Solomon Islands,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,National accounts data have been revised from 2007 to 2013 based on IMF reports.,Solomon Islands,1988,157.681,0.534580726,14.9238417
6141,PHL,PHL,Philippines,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Source for GNI and net income from abroad is changed to national statistical office from central bank. April 2012 database update: National accounts data were revised for 1998 onward. Because intellectual property products are now reported as a part of gross fixed capital formation, gross domestic product (GDP) in current prices averaged 4 percent higher than previous estimates.",Philippines,1988,37729.763,0.641178568,14.9238417
6142,ARM,ARM,Armenia,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Armenia,1988,,,14.9238417
6143,GEO,GEO,Georgia,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Georgia,1988,,,14.9238417
6144,KGZ,KGZ,Kyrgyz Republic,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Kyrgyz Republic,1988,,,14.9238417
6145,MDA,MDA,Moldova,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Moldova,1988,,,14.9238417
6146,TJK,TJK,Tajikistan,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Tajikistan,1988,,,14.9238417
6147,UKR,UKR,Ukraine,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Ukraine,1988,,,14.9238417
6148,UZB,UZB,Uzbekistan,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Uzbekistan,1988,,,14.9238417
6149,KSV,KSV,Kosovo,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Kosovo became a World Bank member on June 29, 2009. Since 1999, Kosovo has been a territory under international administration pursuant to UN Security Council Resolution 1244 (1999).",Kosovo,1988,,,14.9238417
6150,BOL,BOL,Bolivia,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Bolivia,1988,4308.725,0.653551374,14.9238417
6151,GTM,GTM,Guatemala,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Guatemala,1988,4125.375,0.472583702,14.9238417
6152,HND,HND,Honduras,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Honduras,1988,2504.561,0.540767757,14.9238417
6153,SLV,SLV,El Salvador,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,El Salvador,1988,2471.558,0.482954726,14.9238417
6154,NIC,NIC,Nicaragua,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2013 database update: Based on official government statistics, national accounts data were revised for 1994 onward; the base year changed to 2006.",Nicaragua,1988,2247.871,0.566435082,14.9238417
6155,GUY,GUY,Guyana,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"In 2010, the Bureau of Statistics introduced a new series of GDP rebased to year 2006. Current price GDP averaged 63 percent higher than previous estimates.",Guyana,1988,1404.461,1.911164121,14.9238417
6156,DJI,DJI,Djibouti,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Djibouti,1988,355.699,0.679767078,14.9238417
6157,SYR,SYR,Syrian Arab Republic,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,"April 2013 database update: Based on data from the Central Bureau of Statistics, national accounts data were revised for 2003 onward.",Syrian Arab Republic,1988,36945.025,3.149560234,14.9238417
6158,MAR,MAR,Morocco,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on data from the Moroccan Haut Commissariat au Plan, the new base year is 2007.",Morocco,1988,21176.925,0.881368217,14.9238417
6159,YEM,YEM,"Yemen, Rep.",Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on official government statistics and International Monetary Fund data, national accounts data have been revised for 1990 onward. The new base year is 2007.","Yemen, Rep.",1988,9603.873,0.876347103,14.9238417
6160,EGY,EGY,"Egypt, Arab Rep.",Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2011/12.,"Egypt, Arab Rep.",1988,74531.775,1.39005973,14.9238417
6161,PSE,PSE,West Bank and Gaza,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,The new base year is 2004.,West Bank and Gaza,1988,,,14.9238417
6162,BTN,BTN,Bhutan,Lower middle income,Lower middle income & Upper middle income,South Asia,April 2013 database update: Data were updated using the government of Bhutan macroeconomic framework.,Bhutan,1988,110.01,0.212757316,14.9238417
6163,BGD,BGD,Bangladesh,Lower middle income,Lower middle income & Upper middle income,South Asia,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.,Bangladesh,1988,13545.898,0.134411176,14.9238417
6164,PAK,PAK,Pakistan,Lower middle income,Lower middle income & Upper middle income,South Asia,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.,Pakistan,1988,58213.625,0.573981177,14.9238417
6165,IND,IND,India,Lower middle income,Lower middle income & Upper middle income,South Asia,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2011/12. India reports using SNA 2008.,India,1988,606298.113,0.726153879,14.9238417
6166,LKA,LKA,Sri Lanka,Lower middle income,Lower middle income & Upper middle income,South Asia,The Sri Lankan government has changed methodology and revised the production side of national accounts from 2010 to 2014. The new base year is 2010.,Sri Lanka,1988,3490.984,0.21031291,14.9238417
6167,CMR,CMR,Cameroon,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Cameroon,1988,2211.201,0.194470042,14.9238417
6168,SEN,SEN,Senegal,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Senegal,1988,2742.916,0.388375287,14.9238417
6169,COG,COG,"Congo, Rep.",Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data were revised for 1990 onward; the base year changed to 1990.","Congo, Rep.",1988,1499.803,0.662897526,14.9238417
6170,NGA,NGA,Nigeria,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Based on official government statistics released 6 April, 2014, national accounts data have been revised from 2010 onward; the new base year is 2010. The new GDP data are 60 to 75 percent higher than previously reported and incorporate improved data sources and methodology. Nigeria reports using SNA 2008.",Nigeria,1988,70747.431,0.779383222,14.9238417
6171,MRT,MRT,Mauritania,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Based on official statistics from the Ministry of Economic Affairs and Development; the base year has been returned to 2004.,Mauritania,1988,3230.627,1.685919822,14.9238417
6172,CPV,CPV,Cabo Verde,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Cabo Verde is the new name for the country previously listed as Cape Verde. Based on official government statistics and IMF data, national accounts data have been revised from 1990 onward; the new base year is 2007.",Cabo Verde,1988,73.34,0.223012154,14.9238417
6173,SDN,SDN,Sudan,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",Sudan,1988,4847.774,0.198644125,14.9238417
6174,KEN,KEN,Kenya,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2009.,Kenya,1988,4789.102,0.218690403,14.9238417
6175,LSO,LSO,Lesotho,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: March 31; reporting period for national accounts data: CY.,Lesotho,1988,,,14.9238417
6176,SWZ,SWZ,Swaziland,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on data from the Central Statistics Office of Swaziland and the IMF, the new base year is 2011.",Swaziland,1988,436.373,0.544547326,14.9238417
6177,GHA,GHA,Ghana,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"In 2010, the Ghana Statistical Service revised the base year for Ghana's national accounts series from 1993 to 2006. The new GDP data were about 60 percent higher than previously reported and incorporated improved data sources and methodology.",Ghana,1988,3450.647,0.24909748,14.9238417
6178,STP,STP,Sao Tome and Principe,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,The base year has changed to 2001.,São Tomé and Principe,1988,47.671,0.436275945,14.9238417
6179,CIV,CIV,Cote d'Ivoire,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,The new base year is 2009.,Côte d'Ivoire,1988,9160.166,0.807979838,14.9238417
6180,ZMB,ZMB,Zambia,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"The new base year is 2010. National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha. Zambia reports using SNA 2008.",Zambia,1988,3142.619,0.408340751,14.9238417
6181,ASM,ASM,American Samoa,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,,American Samoa,1988,,,14.9238417
6182,TON,TON,Tonga,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"2013 national accounts estimates are based on IMF reports. Fiscal year ends on June 30; reporting period for national accounts data: FY. April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised; the base year changed to 2010/11.",Tonga,1988,69.673,0.735878749,14.9238417
6183,TUV,TUV,Tuvalu,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,2013 national accounts estimates are based on IMF reports. Value added is measured at producer prices up to 1999 and at basic prices from 2000 onward.,Tuvalu,1988,,,14.9238417
6184,FJI,FJI,Fiji,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data from the Bureau of Statistics, national accounts data on the expenditure side have been revised from 2005 onward; the new base year is 2005.",Fiji,1988,553.717,0.765947175,14.9238417
6185,MYS,MYS,Malaysia,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data from the Malaysian Department of Statistics and Bank Negara Malaysia, the new base year is 2010.",Malaysia,1988,42724.217,2.483672685,14.9238417
6186,MNG,MNG,Mongolia,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data revised by the National Statistics Office of Mongolia, the new base year is 2010.",Mongolia,1988,11595.054,5.548626703,14.9238417
6187,THA,THA,Thailand,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Fiscal year end: September 30; reporting period for national accounts data: CY. Based on data from the Bank of Thailand and the National Economics and Social Development Board (NESDB), the new base year is 2002.",Thailand,1988,67003.424,1.219717469,14.9238417
6188,MHL,MHL,Marshall Islands,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year ends on September 30; reporting period for national accounts data: FY.,Marshall Islands,1988,,,14.9238417
6189,PLW,PLW,Palau,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year ends on September 30; reporting period for national accounts data: FY. National accounts data are revised based on IMF reports.,Palau,1988,183.35,12.65792199,14.9238417
6190,CHN,CHN,China,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Based on data from the National Bureau of Statistics, the methodology for national accounts exports and imports of goods and services in constant prices have been revised from 2000 onward.",China,1988,2369501.723,2.150905225,14.9238417
6191,ALB,ALB,Albania,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Albania,1988,7326.666,2.331598531,14.9238417
6192,BLR,BLR,Belarus,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Belarus,1988,,,14.9238417
6193,TUR,TUR,Turkey,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Turkey,1988,126309.815,2.423140289,14.9238417
6194,AZE,AZE,Azerbaijan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,April 2012 database update: National accounts historical expenditure series in constant prices were revised in line with State Statistical Committee data that were not previously available.,Azerbaijan,1988,,,14.9238417
6195,ROU,ROU,Romania,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Based on data from EUROSTAT, the Romanian National Institute of Statistics, the National Bank of Romania, and World Bank estimates, the new base year is 2005.",Romania,1988,212777.675,9.228068093,14.9238417
6196,BIH,BIH,Bosnia and Herzegovina,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,Based on official government statistics for chain linked series; the new reference year is 2010.,Bosnia and Herzegovina,1988,,,14.9238417
6197,MKD,MKD,"Macedonia, FYR",Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Based on revisions by the Macedonia State Statistics Office, the new base year is 2005.","Macedonia, FYR",1988,,,14.9238417
6198,MNE,MNE,Montenegro,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro,1988,,,14.9238417
6199,SRB,SRB,Serbia,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised. The new reference year for chain linked series is 2010.",Serbia,1988,,,14.9238417
6200,TKM,TKM,Turkmenistan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"On January 1, 2009, the Turkmen manat was redenominated (1 new manat = 5,000 old manats).",Turkmenistan,1988,,,14.9238417
6201,KAZ,KAZ,Kazakhstan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,The new reference year for chain linked series is 2005.,Kazakhstan,1988,,,14.9238417
6202,BGR,BGR,Bulgaria,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,The new reference year for chain linked series is 2010. April 2011 database update: The National Statistical Office revised national accounts data from 1995 onward. GDP in current prices were about 4 percent higher than previous estimates.,Bulgaria,1988,87289.268,9.718843491,14.9238417
6203,BLZ,BLZ,Belize,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Belize,1988,249.356,1.392855746,14.9238417
6204,COL,COL,Colombia,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Colombia,1988,52445.434,1.590434763,14.9238417
6205,CRI,CRI,Costa Rica,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Costa Rica,1988,2940.934,0.998768577,14.9238417
6206,SUR,SUR,Suriname,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Suriname,1988,1877.504,4.791372231,14.9238417
6207,DMA,DMA,Dominica,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Dominica,1988,55.005,0.766695009,14.9238417
6208,GRD,GRD,Grenada,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Grenada,1988,95.342,0.972252532,14.9238417
6209,LCA,LCA,St. Lucia,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",St. Lucia,1988,165.015,1.235771201,14.9238417
6210,VCT,VCT,St. Vincent and the Grenadines,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",St. Vincent and the Grenadines,1988,66.006,0.619582665,14.9238417
6211,JAM,JAM,Jamaica,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2013 database update: Based on official government statistics, national accounts data were revised for 2002 onward; the base year changed to 2007.",Jamaica,1988,4528.745,1.921891445,14.9238417
6212,DOM,DOM,Dominican Republic,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"Based on data from the Central Bank of Dominican Republic, the new base year is 2007.",Dominican Republic,1988,9834.894,1.424662705,14.9238417
6213,BRA,BRA,Brazil,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"Based on official government statistics, the new reference year is 2000.",Brazil,1988,209363.698,1.442390789,14.9238417
6214,CUB,CUB,Cuba,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"Based on official government statistics, the new reference year is 2005.",Cuba,1988,35635.906,3.433435911,14.9238417
6215,PRY,PRY,Paraguay,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"National accounts data have been revised from 1960 onward. The methodology and base year have not changed but the output of two hydroelectric plants (shared with neighboring countries) has been added raising GDP from previous estimates. On the supply side, it was added in ""gas, electricity and water."" On the demand side changes were mainly to exports, but also for imports, investment and consumption. National accounts price valuations for 1991 to 2012 have also been corrected and changed from VAP to VAB.",Paraguay,1988,2255.205,0.564601855,14.9238417
6216,ECU,ECU,Ecuador,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,National accounts have been revised from 1965 onward based on official government data; the new base year is 2007. The large upward changes are due to an improved calculation method for nominal GDP.,Ecuador,1988,17271.57,1.773411291,14.9238417
6217,PAN,PAN,Panama,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,The new base year is 2007.,Panama,1988,2929.933,1.236899541,14.9238417
6218,PER,PER,Peru,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,The new base year is 2007.,Peru,1988,25107.949,1.20076866,14.9238417
6219,MEX,MEX,Mexico,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,The new base year is 2008.,Mexico,1988,307067.246,3.734559364,14.9238417
6220,DZA,DZA,Algeria,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Algeria,1988,83948.631,3.413726487,14.9238417
6221,JOR,JOR,Jordan,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Jordan,1988,9314.18,3.15949118,14.9238417
6222,LBN,LBN,Lebanon,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Lebanon,1988,7660.363,2.870562502,14.9238417
6223,TUN,TUN,Tunisia,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on data from Tunisia’s Ministry of Development and International Cooperation, Central Bank, and National Institute of Statistics, the new reference year is 2010.",Tunisia,1988,12464.133,1.586248073,14.9238417
6224,IRQ,IRQ,Iraq,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on official government statistics, the new base year is 2007.",Iraq,1988,67927.508,4.077842402,14.9238417
6225,IRN,IRN,"Iran, Islamic Rep.",Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Fiscal year end: March 20; reporting period for national accounts data: FY. Based on data from the Central Bank of Iran, the new base year is 2004/05.","Iran, Islamic Rep.",1988,176283.691,3.323853491,14.9238417
6226,LBY,LBY,Libya,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,Official statistics for Libya are not available; national accounts data are based on World Bank estimates. The new base year is 2003.,Libya,1988,36398.642,8.6919411,14.9238417
6227,MDV,MDV,Maldives,Upper middle income,Lower middle income & Upper middle income,South Asia,April 2012 database update: The Department of National Planning revised national accounts data for 2000 onward; the base year changed to 2003.,Maldives,1988,95.342,0.454373022,14.9238417
6228,MUS,MUS,Mauritius,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Mauritius,1988,854.411,0.818998331,14.9238417
6229,AGO,AGO,Angola,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2002.",Angola,1988,5130.133,0.486503528,14.9238417
6230,GAB,GAB,Gabon,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Based on IMF data and official government statistics; the new base year is 2001.,Gabon,1988,4334.394,4.808124037,14.9238417
6231,NAM,NAM,Namibia,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 1980 onward; the new base year is 2010.",Namibia,1988,,,14.9238417
6232,BWA,BWA,Botswana,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006. Data before 2006 were reported on a fiscal year basis.",Botswana,1988,1617.147,1.243866419,14.9238417
6233,ZAF,ZAF,South Africa,Upper middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2010. South Africa reports using SNA 2008.,South Africa,1988,343055.184,10.171078,14.9238417
6234,SAS,SAS,South Asia,,,,South Asia regional aggregate. There are no economies in South Asia classified as high income.,South Asia,1989,744716.362,0.672046592,18.22611328
6235,BRN,BRN,Brunei Darussalam,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,Brunei Darussalam,1989,6347.577,25.41694496,18.22611328
6236,GUM,GUM,Guam,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,Guam,1989,,,18.22611328
6237,MNP,MNP,Northern Mariana Islands,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,Northern Mariana Islands,1989,,,18.22611328
6238,NCL,NCL,New Caledonia,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,New Caledonia,1989,1694.154,10.15083464,18.22611328
6239,PYF,PYF,French Polynesia,High income: nonOECD,High income: nonOECD,East Asia & Pacific,,French Polynesia,1989,608.722,3.133720122,18.22611328
6240,SGP,SGP,Singapore,High income: nonOECD,High income: nonOECD,East Asia & Pacific,Fiscal year end: March 31; reporting period for national accounts data: CY. Country reports using a blend of SNA 1993 and SNA 2008. April 2012 database update: National accounts time series were replaced with official government statistics.,Singapore,1989,41888.141,14.29189898,18.22611328
6241,HKG,HKG,"Hong Kong SAR, China",High income: nonOECD,High income: nonOECD,East Asia & Pacific,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying.","Hong Kong SAR, China",1989,30348.092,5.337148183,18.22611328
6242,MAC,MAC,"Macao SAR, China",High income: nonOECD,High income: nonOECD,East Asia & Pacific,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.","Macao SAR, China",1989,1030.427,2.95702893,18.22611328
6243,CHI,CHI,Channel Islands,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Channel Islands,1989,,,18.22611328
6244,FRO,FRO,Faroe Islands,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Faroe Islands,1989,579.386,12.04419499,18.22611328
6245,GRL,GRL,Greenland,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Greenland,1989,473.043,8.554122966,18.22611328
6246,IMN,IMN,Isle of Man,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Isle of Man,1989,,,18.22611328
6247,LIE,LIE,Liechtenstein,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Liechtenstein,1989,,,18.22611328
6248,MCO,MCO,Monaco,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Monaco,1989,,,18.22611328
6249,RUS,RUS,Russian Federation,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,Russian Federation,1989,,,18.22611328
6250,SMR,SMR,San Marino,High income: nonOECD,High income: nonOECD,Europe & Central Asia,,San Marino,1989,,,18.22611328
6251,CYP,CYP,Cyprus,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Cyprus,1989,4341.728,5.78090053,18.22611328
6252,LVA,LVA,Latvia,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Latvia,1989,,,18.22611328
6253,LTU,LTU,Lithuania,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. Based on data from EUROSTAT, the new reference year is 2010.",Lithuania,1989,,,18.22611328
6254,AND,AND,Andorra,High income: nonOECD,High income: nonOECD,Europe & Central Asia,The base year has changed to 2000. Price valuation is in basic prices.,Andorra,1989,,,18.22611328
6255,HRV,HRV,Croatia,High income: nonOECD,High income: nonOECD,Europe & Central Asia,"The new reference year for chain linked series is 2010. April 2013 database update: Based on official government statistics, the base year for constant price series changed to 2005.",Croatia,1989,,,18.22611328
6256,BHS,BHS,"Bahamas, The",High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,"Bahamas, The",1989,1947.177,7.731341446,18.22611328
6257,BRB,BRB,Barbados,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Barbados,1989,990.09,3.816052171,18.22611328
6258,CUW,CUW,Curacao,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Curaçao,1989,,,18.22611328
6259,CYM,CYM,Cayman Islands,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Cayman Islands,1989,260.357,10.95041218,18.22611328
6260,MAF,MAF,St. Martin (French part),High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,St. Martin (French part),1989,,,18.22611328
6261,SXM,SXM,Sint Maarten (Dutch part),High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Sint Maarten (Dutch part),1989,,,18.22611328
6262,TCA,TCA,Turks and Caicos Islands,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Turks and Caicos Islands,1989,,,18.22611328
6263,TTO,TTO,Trinidad and Tobago,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Trinidad and Tobago,1989,16142.134,13.3007593,18.22611328
6264,VEN,VEN,"Venezuela, RB",High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,"Venezuela, RB",1989,108854.895,5.614474108,18.22611328
6265,VIR,VIR,Virgin Islands (U.S.),High income: nonOECD,High income: nonOECD,Latin America & Caribbean,,Virgin Islands (U.S.),1989,,,18.22611328
6266,ATG,ATG,Antigua and Barbuda,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Antigua and Barbuda,1989,286.026,4.615779366,18.22611328
6267,KNA,KNA,St. Kitts and Nevis,High income: nonOECD,High income: nonOECD,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",St. Kitts and Nevis,1989,66.006,1.61565575,18.22611328
